name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh,2026-06-28T23:00:00,83.4,90.2,74,73.5,0,48,rain,0,0,22.8,9.2,241.7,1008,100,15,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T00:00:00,83,89.8,74.2,74.81,0,48,rain,0,0,21.5,8.5,238.2,1007,100,15,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T01:00:00,82.8,89.6,74.4,75.7,0,48,rain,0,0,21.7,8.1,241.1,1006,100,15,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T02:00:00,81.9,88.2,74.6,78.56,0,58,rain,0,0,20.7,7.2,238,1006,99.7,12.1,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T03:00:00,80.9,86.6,74.7,81.55,0,58,rain,0,0,19.6,6.3,234.9,1006,99.4,9.2,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T04:00:00,80,80,74.9,84.65,0.024,58,rain,0,0,18.6,5.4,231.8,1006,99.1,6.3,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T05:00:00,80.8,86.4,75.1,82.85,0,58,rain,0,0,19.1,6,235.4,1006.7,99.4,9.2,15,0.1,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T06:00:00,81.5,87.9,75.2,81.1,0,58,rain,0,0,19.6,6.6,238.9,1007.3,99.7,12.1,30,0.1,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T07:00:00,82.3,89.4,75.3,79.39,0.067,58,rain,0,0,20.1,7.2,242.5,1008,100,15,45,0.2,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T08:00:00,84.9,93.2,74.8,71.89,0,58,rain,0,0,18.5,8.4,248.5,1008,98.7,15,184,0.7,2,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T09:00:00,87.5,96.4,74.3,65.16,0,58,rain,0,0,16.9,9.7,254.6,1008,97.4,15,323,1.2,3,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T10:00:00,90.1,99.3,73.8,59.1,0,58,rain,0,0,15.2,11,260.6,1008,96.1,15,462,1.7,5,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T11:00:00,91.5,100.4,73.1,54.93,0,58,rain,0,0,14.2,10.1,258.6,1007,97.4,14.7,536.3,2,5,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T12:00:00,93.1,101.4,72.3,51.07,0,58,rain,0,0,13.3,9.2,256.5,1006,98.7,14.5,610.7,2.2,6,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T13:00:00,94.6,102.5,71.5,47.48,0.008,58,rain,0,0,12.3,8.3,254.5,1005,100,14.3,685,2.5,7,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T14:00:00,92.7,100.8,72.2,51.43,0,77,rain,0,0,13.6,8.6,247,1004.7,100,14.5,500,1.8,5,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T15:00:00,90.8,99.2,72.8,55.73,0,77,rain,0,0,14.8,8.9,239.5,1004.3,100,14.7,315,1.2,3,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T16:00:00,89,97.5,73.5,60.41,0.024,77,rain,0,0,16.1,9.2,232,1004,100,15,130,0.5,1,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T17:00:00,87.9,96.4,73.8,63.27,0,77,rain,0,0,16.5,8.5,227,1004.3,100,14.7,86.7,0.3,1,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T18:00:00,86.8,95.3,74.2,66.27,0,77,rain,0,0,16.9,7.8,221.9,1004.7,100,14.5,43.3,0.2,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T19:00:00,85.7,94.2,74.6,69.42,0.02,77,rain,0,0,17.2,7.2,216.9,1005,100,14.3,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T20:00:00,84.9,93,74.6,71.18,0,48,rain,0,0,18.6,7.7,220.9,1005.7,100,14.5,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T21:00:00,84.2,91.9,74.6,72.99,0,48,rain,0,0,20.1,8.2,224.9,1006.3,100,14.7,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T22:00:00,83.4,90.6,74.6,74.84,0.012,48,rain,0,0,21.5,8.7,228.9,1007,100,15,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-29T23:00:00,82.7,89.6,74.6,76.46,0,48,rain,0,0,22.4,9.1,229,1006.7,100,15,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T00:00:00,82.1,88.5,74.6,78.11,0,48,rain,0,0,23.3,9.5,229,1006.3,100,15,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T01:00:00,81.4,87.3,74.6,79.8,0.028,48,rain,0,0,24.2,9.8,229.1,1006,100,15,0,0,0,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T02:00:00,81.1,86.7,74.6,80.74,0,45,,0,0,23,9,231.2,1006,100,15,0,0,0,10,Overcast,cloudy,
Ho Chi Minh,2026-06-30T03:00:00,80.7,86,74.6,81.69,0,45,,0,0,21.9,8.2,233.2,1006,100,15,0,0,0,10,Overcast,cloudy,
Ho Chi Minh,2026-06-30T04:00:00,80.3,85.4,74.6,82.66,0.051,45,rain,0,0,20.8,7.4,235.3,1006,100,15,0,0,0,10,Overcast,cloudy,
Ho Chi Minh,2026-06-30T05:00:00,80.9,86.4,74.6,81.22,0,45,,0,0,19.2,7.2,234.2,1006.3,76.8,15,13.3,0,0,10,Partially cloudy,partly-cloudy-night,
Ho Chi Minh,2026-06-30T06:00:00,81.4,87.3,74.6,79.8,0,45,,0,0,17.7,7.1,233.1,1006.7,53.5,15,26.7,0.1,0,10,Partially cloudy,partly-cloudy-day,
Ho Chi Minh,2026-06-30T07:00:00,81.9,88.3,74.6,78.41,0,45,,0,0,16.1,6.9,232,1007,30.3,15,40,0.1,0,10,Partially cloudy,partly-cloudy-day,
Ho Chi Minh,2026-06-30T08:00:00,84.2,91.8,74.5,72.55,0,74,rain,0,0,15.5,8.3,238.7,1007,52.3,14.8,194.3,0.7,2,30,"Rain, Partially cloudy",rain,
Ho Chi Minh,2026-06-30T09:00:00,86.5,95,74.3,67.18,0,74,rain,0,0,14.9,9.6,245.3,1007,74.3,14.6,348.7,1.2,3,30,"Rain, Partially cloudy",rain,
Ho Chi Minh,2026-06-30T10:00:00,88.8,98,74.2,62.24,0.035,74,rain,0,0,14.3,11,252,1007,96.3,14.4,503,1.8,5,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T11:00:00,89,98.8,74.7,62.89,0,74,rain,0,0,14.3,10.8,249.7,1006.3,97.5,10.6,582.3,2.1,6,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T12:00:00,89.1,99.6,75.2,63.55,0,74,rain,0,0,14.3,10.7,247.4,1005.7,98.8,6.8,661.7,2.4,7,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T13:00:00,89.3,100.4,75.6,64.21,0.22,74,rain,0,0,14.3,10.5,245.1,1005,100,3,741,2.7,7,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T14:00:00,88.4,99.4,75.9,66.71,0,84,rain,0,0,15.5,11.1,242.5,1004.7,100,7,683.3,2.5,7,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T15:00:00,87.4,98.3,76.1,69.32,0,84,rain,0,0,16.7,11.7,239.8,1004.3,100,10.9,625.7,2.2,6,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T16:00:00,86.4,97.1,76.4,72.04,0.201,84,rain,0,0,17.9,12.3,237.2,1004,100,14.8,568,2,6,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T17:00:00,84.6,93.9,75.9,75.25,0,84,rain,0,0,21.7,13,239.1,1004.7,100,14.9,378.7,1.3,4,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T18:00:00,82.8,90.5,75.5,78.64,0,84,rain,0,0,25.5,13.6,240.9,1005.3,100,14.9,189.3,0.7,2,30,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T19:00:00,81.1,87,75.1,82.21,0.071,84,rain,0,0,29.3,14.3,242.8,1006,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T20:00:00,80.4,85.6,74.6,82.5,0,81,rain,0,0,28.6,13.4,246.7,1006.7,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T21:00:00,79.8,79.8,74.1,82.79,0,81,rain,0,0,28,12.5,250.7,1007.3,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T22:00:00,79.2,79.2,73.7,83.09,0.008,81,rain,0,0,27.3,11.6,254.6,1008,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-06-30T23:00:00,79,79,73.4,83.07,0,81,rain,0,0,26.6,10.4,257.8,1007.7,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T00:00:00,78.8,78.8,73.2,83.06,0,81,rain,0,0,25.9,9.2,261.1,1007.3,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T01:00:00,78.5,78.5,72.9,83.04,0,81,rain,0,0,25.3,8.1,264.3,1007,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T02:00:00,78.4,78.4,72.9,83.37,0,87,rain,0,0,25.1,7.8,264.9,1006.7,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T03:00:00,78.3,78.3,72.9,83.7,0,87,rain,0,0,24.8,7.6,265.6,1006.3,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T04:00:00,78.2,78.2,72.9,84.03,0.008,87,rain,0,0,24.6,7.4,266.2,1006,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T05:00:00,78.4,78.4,73.2,84.22,0,87,rain,0,0,22.7,6.8,261.2,1006.3,100,11.5,7.3,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T06:00:00,78.5,78.5,73.4,84.4,0,87,rain,0,0,20.9,6.2,256.1,1006.7,99.9,8.1,14.7,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T07:00:00,78.7,78.7,73.7,84.58,0.012,87,rain,0,0,19,5.6,251.1,1007,99.9,4.6,22,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T08:00:00,79.4,79.4,74,83.6,0,81,rain,0,0,18.6,6.6,252,1007.3,99.9,7.9,89.7,0.3,1,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T09:00:00,80,84.7,74.3,82.64,0,81,rain,0,0,18.1,7.7,252.9,1007.7,100,11.2,157.3,0.6,2,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T10:00:00,80.7,86,74.6,81.69,0.079,81,rain,0,0,17.7,8.7,253.8,1008,100,14.5,225,0.8,2,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T11:00:00,80.3,85.2,74.6,82.82,0,81,rain,0,0,18.3,9.3,248.3,1007.3,100,11.9,222.3,0.8,2,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T12:00:00,79.9,79.9,74.6,83.97,0,81,rain,0,0,19,9.9,242.9,1006.7,100,9.3,219.7,0.8,2,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T13:00:00,79.4,79.4,74.6,85.13,0.083,81,rain,0,0,19.7,10.5,237.4,1006,100,6.6,217,0.8,2,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T14:00:00,78.6,78.6,74.2,86.29,0,90,rain,0,0,21.4,10.2,240.8,1006,100,9.4,160.7,0.6,2,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T15:00:00,77.9,77.9,73.8,87.48,0,90,rain,0,0,23.1,9.9,244.2,1006,100,12.2,104.3,0.4,1,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T16:00:00,77.1,77.1,73.5,88.68,0.087,90,rain,0,0,24.8,9.6,247.6,1006,100,15,48,0.2,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T17:00:00,77.2,77.2,73.7,89.22,0,90,rain,0,0,23.9,8.2,245.9,1006.3,100,15,32,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T18:00:00,77.2,77.2,74,89.77,0,90,rain,0,0,22.9,6.8,244.3,1006.7,100,15,16,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T19:00:00,77.3,77.3,74.2,90.31,0.008,90,rain,0,0,21.9,5.4,242.6,1007,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T20:00:00,77.3,77.3,74.1,90.13,0,77,rain,0,0,21,5.3,248.8,1007.7,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T21:00:00,77.3,77.3,74.1,89.95,0,77,rain,0,0,20,5.2,254.9,1008.3,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T22:00:00,77.3,77.3,74,89.77,0,77,rain,0,0,19,5.1,261.1,1009,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-01T23:00:00,77.2,77.2,73.7,89.04,0,77,rain,0,0,20.7,6.1,264.6,1008.3,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T00:00:00,77,77,73.3,88.32,0,77,rain,0,0,22.3,7.1,268.1,1007.7,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T01:00:00,76.9,76.9,72.9,87.61,0,77,rain,0,0,23.9,8.1,271.6,1007,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T02:00:00,76.6,76.6,73,88.66,0,84,rain,0,0,23.5,7.4,267.1,1007,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T03:00:00,76.3,76.3,73.1,89.73,0,84,rain,0,0,23,6.7,262.7,1007,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T04:00:00,76,76,73.1,90.81,0,84,rain,0,0,22.6,6,258.2,1007,100,15,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T05:00:00,76.2,76.2,73.3,90.82,0,84,rain,0,0,23.4,6.6,256.1,1007,100,15,1,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T06:00:00,76.4,76.4,73.5,90.83,0,84,rain,0,0,24.2,7.1,254.1,1007,100,15,2,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T07:00:00,76.6,76.6,73.7,90.83,0.004,84,rain,0,0,25.1,7.6,252,1007,100,15,3,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T08:00:00,77,77,73.7,89.58,0,87,rain,0,0,25.2,8.5,255.5,1007.3,100,15,22,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T09:00:00,77.5,77.5,73.8,88.35,0,87,rain,0,0,25.4,9.4,259.1,1007.7,100,15,41,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T10:00:00,78,78,73.8,87.13,0.008,87,rain,0,0,25.5,10.3,262.6,1008,100,15,60,0.2,1,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T11:00:00,78.2,78.2,74,86.97,0,87,rain,0,0,24.8,10.2,262.6,1007.7,100,15,95.7,0.3,1,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T12:00:00,78.3,78.3,74.1,86.8,0,87,rain,0,0,24,10.1,262.7,1007.3,100,15,131.3,0.5,1,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T13:00:00,78.5,78.5,74.2,86.63,0.028,87,rain,0,0,23.3,10.1,262.7,1007,100,15,167,0.6,2,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T14:00:00,77.8,77.8,74.1,88.54,0,90,rain,0,0,23.9,10.4,261.4,1006.7,100,12.3,132.3,0.5,1,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T15:00:00,77.1,77.1,74.1,90.49,0,90,rain,0,0,24.5,10.7,260,1006.3,100,9.7,97.7,0.3,1,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T16:00:00,76.4,76.4,74,92.49,0.079,90,rain,0,0,25.1,11,258.7,1006,100,7.1,63,0.2,1,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T17:00:00,76.1,76.1,74,93.04,0,90,rain,0,0,25.2,10.7,258.1,1006.7,100,7,42,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T18:00:00,75.9,75.9,73.9,93.6,0,90,rain,0,0,25.4,10.5,257.5,1007.3,100,6.9,21,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T19:00:00,75.6,75.6,73.8,94.16,0.217,90,rain,0,0,25.5,10.3,256.9,1008,100,6.8,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T20:00:00,75.5,75.5,73.7,94.16,0,77,rain,0,0,25.6,10,256.2,1008.7,100,6.8,0,0,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T21:00:00,75.3,75.3,73.5,94.15,0,77,rain,0,0,25.7,9.7,255.4,1009.3,100,6.8,0,0,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T22:00:00,75.1,75.1,73.3,94.15,0.161,77,rain,0,0,25.7,9.4,254.7,1010,100,6.8,0,0,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-02T23:00:00,75.2,75.2,73.2,93.58,0,77,rain,0,0,26.1,10.1,253.5,1009.3,100,9.5,0,0,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T00:00:00,75.4,75.4,73.2,93.02,0,77,rain,0,0,26.5,10.7,252.2,1008.7,100,12.3,0,0,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T01:00:00,75.5,75.5,73.1,92.46,0.11,77,rain,0,0,26.8,11.4,251,1008,100,15,0,0,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T02:00:00,75.4,75.4,73.1,92.46,0,71,rain,0,0,26.1,11,253.6,1007.7,100,14.9,0,0,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T03:00:00,75.4,75.4,73,92.46,0,71,rain,0,0,25.4,10.7,256.3,1007.3,100,14.9,0,0,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T04:00:00,75.3,75.3,72.9,92.46,0.008,71,rain,0,0,24.6,10.3,258.9,1007,100,14.8,0,0,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T05:00:00,75.2,75.2,73.2,93.39,0,71,rain,0,0,25.1,9.2,261.9,1007.3,100,11.8,1.7,0,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T06:00:00,75.2,75.2,73.4,94.34,0,71,rain,0,0,25.7,8.2,265,1007.7,100,8.9,3.3,0,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T07:00:00,75.1,75.1,73.7,95.29,0.075,71,rain,0,0,26.2,7.2,268,1008,100,6,5,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T08:00:00,75.4,75.4,73.6,94.34,0,87,rain,0,0,25.9,7.2,268.3,1008.3,100,9,8.3,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T09:00:00,75.6,75.6,73.6,93.4,0,87,rain,0,0,25.7,7.3,268.5,1008.7,100,12,11.7,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T10:00:00,75.8,75.8,73.5,92.47,0.098,87,rain,0,0,25.5,7.4,268.8,1009,100,15,15,0.1,0,0,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T11:00:00,76.2,76.2,73.7,92.11,0,87,rain,0,0,23.2,6.9,273.5,1008.3,100,13,29,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T12:00:00,76.6,76.6,74,91.75,0,87,rain,0,0,20.9,6.3,278.3,1007.7,100,11,43,0.2,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T13:00:00,76.9,76.9,74.2,91.4,0.035,87,rain,0,0,18.6,5.8,283,1007,100,9,57,0.2,1,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T14:00:00,76.9,76.9,74.3,91.58,0,97,rain,0,0,20.2,6.3,284.2,1006.7,100,7.4,50,0.2,1,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T15:00:00,76.9,76.9,74.3,91.76,0,97,rain,0,0,21.8,6.7,285.3,1006.3,100,5.9,43,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T16:00:00,76.9,76.9,74.4,91.95,0.138,97,rain,0,0,23.5,7.2,286.5,1006,100,4.3,36,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T17:00:00,76.5,76.5,74.3,92.86,0,97,rain,0,0,23,7.2,277.3,1006.7,100,5.7,24,0.1,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T18:00:00,76.1,76.1,74.1,93.79,0,97,rain,0,0,22.4,7.2,268,1007.3,100,7.1,12,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T19:00:00,75.6,75.6,74,94.73,0.205,97,rain,0,0,21.9,7.2,258.8,1008,100,8.5,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T20:00:00,75.7,75.7,74,94.35,0,58,rain,0,0,23.1,7.4,256.9,1008.3,100,10.6,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T21:00:00,75.8,75.8,73.9,93.97,0,58,rain,0,0,24.3,7.6,255,1008.7,100,12.8,0,0,0,10,"Rain, Overcast",rain,
Ho Chi Minh,2026-07-03T22:00:00,75.8,75.8,73.8,93.6,0.031,58,rain,0,0,25.5,7.8,253.1,1009,100,15,0,0,0,10,"Rain, Overcast",rain,
